Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Santíssimo;2;1;0;55;650.0;100.0;
Apartamento;Méier;2;0;0;50;750.0;350.0;
Apartamento;Penha;2;1;0;120;850.0;400.0;
Apartamento;Pechincha;3;1;1;85;1000.0;982.0;1100.0
Apartamento;Vila Isabel;2;1;0;60;1150.0;444.0;
Apartamento;Sampaio;2;1;0;58;1100.0;160.0;
Apartamento;Vaz Lobo;2;0;0;70;600.0;202.0;
Apartamento;Pechincha;2;0;0;45;600.0;350.0;
Apartamento;Todos os Santos;2;0;0;50;900.0;;7.0
Apartamento;Taquara;2;1;0;65;850.0;700.0;
Apartamento;Praça Seca;2;0;0;58;800.0;350.0;
Apartamento;Taquara;3;1;0;60;800.0;459.0;20.0
Apartamento;Engenho Novo;3;0;0;50;1100.0;;
Apartamento;Pilares;2;0;0;60;500.0;280.0;20.0
Apartamento;Penha;2;0;0;90;700.0;180.0;
Apartamento;Praça Seca;2;1;0;47;750.0;252.0;13.0
Apartamento;Taquara;2;1;0;50;1100.0;570.0;13.0
Apartamento;Pilares;2;0;0;70;750.0;186.0;15.0
Apartamento;Guaratiba;2;1;0;55;600.0;250.0;
Apartamento;Engenho de Dentro;3;1;1;76;1100.0;617.0;135.0
Apartamento;Braz de Pina;2;0;0;80;900.0;332.0;
Apartamento;Cascadura;2;0;0;54;800.0;276.0;
Apartamento;Santa Cruz;2;1;0;59;690.0;110.0;
Apartamento;Pechincha;2;1;0;60;1000.0;390.0;356.0
Apartamento;Praça da Bandeira;2;0;1;103;1000.0;650.0;93.0
Apartamento;Campo Grande;2;2;0;48;700.0;;
Apartamento;Recreio dos Bandeirantes;3;1;2;90;1100.0;1100.0;
Apartamento;Campo Grande;2;0;0;50;650.0;345.0;
Apartamento;Ramos;2;0;0;54;900.0;;
Apartamento;Freguesia (Jacarepaguá);2;1;1;84;1100.0;1004.0;782.0
Apartamento;Bonsucesso;2;1;0;55;1000.0;250.0;
Apartamento;Parada de Lucas;2;0;0;78;790.0;;
Apartamento;Bonsucesso;2;0;0;70;950.0;465.0;
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;900.0;319.0;14.0
Apartamento;Realengo;2;0;0;75;750.0;;
Apartamento;Engenho Novo;2;0;0;54;800.0;340.0;
Apartamento;Campo Grande;2;1;0;50;900.0;305.0;
Apartamento;Riachuelo;2;1;0;68;700.0;550.0;
Apartamento;Taquara;2;1;0;50;850.0;170.0;
Apartamento;Anil;3;0;0;56;850.0;477.0;
Apartamento;Taquara;2;1;0;53;850.0;420.0;13.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;60;900.0;550.0;15.0
Apartamento;Campo Grande;2;1;0;55;500.0;360.0;
Apartamento;Engenho Novo;2;1;0;115;950.0;850.0;125.0
Apartamento;Grajaú;2;1;0;63;1000.0;730.0;120.0
Apartamento;Méier;2;0;0;75;1100.0;300.0;16.0
Apartamento;Méier;3;1;0;62;1080.0;529.0;16.0
Apartamento;Irajá;2;0;0;66;1100.0;200.0;
Apartamento;Anchieta;2;0;0;110;600.0;;
Apartamento;Penha Circular;3;0;0;67;900.0;250.0;
Apartamento;Santíssimo;2;1;0;45;600.0;;
Apartamento;Curicica;2;1;0;47;1100.0;500.0;50.0
Apartamento;Pechincha;2;1;1;54;1100.0;545.0;36.0
Apartamento;Pechincha;2;1;0;59;900.0;457.0;151.0
Apartamento;Campo Grande;2;0;1;53;1100.0;375.0;
Apartamento;Jabour;2;1;0;71;780.0;470.0;
Apartamento;Curicica;2;1;0;46;1000.0;469.0;
Apartamento;Camorim;3;1;0;58;800.0;300.0;
Apartamento;Vila Valqueire;2;1;0;67;1100.0;22.0;
Apartamento;Vila Isabel;2;1;0;60;1000.0;588.0;
Apartamento;Braz de Pina;2;0;0;60;800.0;;
Apartamento;Tomás Coelho;2;0;0;55;660.0;250.0;
Apartamento;Tomás Coelho;2;1;0;50;800.0;230.0;
Apartamento;Vila Valqueire;2;1;1;85;1100.0;315.0;
Apartamento;Jardim Sulacap;2;1;0;70;1100.0;400.0;40.0
Apartamento;Cachambi;2;0;0;65;950.0;496.0;
Apartamento;Ilha do Governador;2;1;0;87;1150.0;630.0;149.0
Apartamento;Rio Comprido;2;0;0;80;1100.0;365.0;15.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;48;850.0;465.0;16.0
Apartamento;Inhaúma;2;0;0;40;900.0;90.0;
Apartamento;Campo Grande;2;1;0;49;700.0;250.0;
Apartamento;Vila da Penha;2;1;0;60;1100.0;330.0;
Apartamento;Tomás Coelho;2;1;0;43;700.0;250.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;52;1000.0;423.0;16.0
Apartamento;Engenho de Dentro;2;1;1;47;900.0;550.0;35.0
Apartamento;Tijuca;2;0;0;45;1000.0;304.0;24.0
Apartamento;Taquara;2;1;0;37;700.0;320.0;
Apartamento;Engenho Novo;2;0;0;46;900.0;320.0;13.0
Apartamento;Todos os Santos;3;0;0;70;1000.0;340.0;15.0
Apartamento;Bento Ribeiro;2;1;0;53;900.0;510.0;
Apartamento;Campinho;2;0;0;50;850.0;300.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;48;1150.0;371.0;
Apartamento;Madureira;2;0;0;62;650.0;343.0;
Apartamento;Barra da Tijuca;2;1;0;50;1150.0;490.0;
Apartamento;Engenho Novo;2;0;0;60;800.0;310.0;17.0
Apartamento;Tanque;2;0;0;60;1100.0;435.0;
Apartamento;Higienópolis;2;0;0;89;1000.0;;39.0
Apartamento;Pechincha;2;1;0;58;800.0;645.0;
Apartamento;Pavuna;2;1;0;50;600.0;275.0;
Apartamento;Encantado;2;0;0;70;700.0;395.0;16.0
Apartamento;Campo Grande;2;1;0;67;700.0;270.0;
Apartamento;Usina;2;1;0;90;1100.0;900.0;820.0
Apartamento;Piedade;3;1;0;80;900.0;300.0;
Apartamento;Campo Grande;2;1;0;55;800.0;;
Apartamento;Rocha;2;1;0;68;1000.0;;
Apartamento;Alto da Boa Vista;3;1;1;150;1000.0;1630.0;
Apartamento;Gamboa;2;1;0;61;1100.0;401.0;
Apartamento;Praça Seca;2;0;0;88;800.0;555.0;63.0
Apartamento;Cachambi;2;0;0;64;1100.0;690.0;12.0
Apartamento;Cachambi;2;0;0;70;900.0;246.0;17.0
Apartamento;Taquara;2;1;1;85;1000.0;720.0;120.0
Apartamento;Madureira;2;0;0;50;630.0;290.0;
Apartamento;Todos os Santos;2;1;0;63;1000.0;472.0;
Apartamento;Honório Gurgel;2;1;1;60;700.0;200.0;
Apartamento;Turiaçu;2;0;0;50;650.0;86.0;
Apartamento;Engenho Novo;2;1;0;78;750.0;902.0;42.0
Apartamento;Taquara;2;1;0;39;1000.0;362.0;13.0
Apartamento;Vila da Penha;2;0;0;63;1000.0;250.0;
Apartamento;Taquara;2;1;1;60;850.0;521.0;
Apartamento;Barra da Tijuca;2;1;0;53;1000.0;659.0;
Apartamento;Rocha;2;1;0;71;1000.0;338.0;
Apartamento;Maracanã;2;0;0;58;1150.0;150.0;
Apartamento;Pechincha;2;1;1;62;800.0;622.0;84.0
Apartamento;Lins de Vasconcelos;2;1;0;75;800.0;570.0;
Apartamento;Praça Seca;2;0;0;68;680.0;250.0;
Apartamento;Água Santa;2;0;0;60;850.0;120.0;13.0
Apartamento;Barra da Tijuca;2;1;1;78;1100.0;970.0;1.0
Apartamento;Campo Grande;2;1;0;48;550.0;292.0;
Apartamento;Água Santa;2;0;0;85;850.0;;
Apartamento;Freguesia (Jacarepaguá);2;1;0;64;1000.0;540.0;60.0
Apartamento;Pechincha;2;0;0;80;1000.0;;
Apartamento;Campo Grande;2;1;0;55;800.0;;2.0
Apartamento;Campo Grande;2;0;0;65;500.0;;
Apartamento;Campo Grande;2;1;0;45;500.0;250.0;
Apartamento;Méier;2;1;0;60;1000.0;510.0;14.0
Apartamento;Vigário Geral;3;0;0;80;800.0;260.0;
Apartamento;Pedra de Guaratiba;3;0;0;60;900.0;370.0;
Apartamento;Tijuca;2;0;0;59;1100.0;514.0;50.0
Apartamento;Taquara;2;1;0;80;1100.0;650.0;50.0
Apartamento;Portuguesa;2;1;0;43;1000.0;240.0;25.0
Apartamento;Piedade;2;1;0;46;700.0;502.0;
Apartamento;Taquara;3;1;0;89;900.0;598.0;
Apartamento;Camorim;2;1;0;54;1100.0;324.0;
Apartamento;Camorim;2;1;0;52;900.0;320.0;120.0
Apartamento;Ramos;2;0;0;65;900.0;230.0;27.0
Apartamento;Bento Ribeiro;2;0;0;60;950.0;35.0;
Apartamento;Madureira;2;1;0;44;750.0;360.0;
Apartamento;Vila da Penha;3;0;0;52;900.0;;
Apartamento;Vila Isabel;2;0;0;64;900.0;531.0;25.0
Apartamento;Água Santa;2;0;0;83;950.0;150.0;37.0
Apartamento;Praça Seca;2;1;0;80;1000.0;390.0;20.0
Apartamento;Campo Grande;2;1;0;60;500.0;190.0;
Apartamento;Vila da Penha;2;0;0;53;1100.0;250.0;
Apartamento;Praça Seca;3;1;0;80;800.0;130.0;
Apartamento;Del Castilho;2;0;0;48;750.0;35.0;
Apartamento;Pechincha;2;1;0;50;900.0;460.0;
Apartamento;Andaraí;2;0;0;70;1000.0;550.0;68.0
Apartamento;Tijuca;3;1;1;116;1000.0;814.0;121.0
Apartamento;Engenho Novo;2;0;0;60;1100.0;175.0;
Apartamento;Tijuca;2;1;0;64;1150.0;695.0;
Apartamento;Praça Seca;2;1;1;60;700.0;538.0;
Apartamento;Portuguesa;2;1;0;50;1100.0;330.0;25.0
Apartamento;Cavalcanti;3;0;0;50;800.0;;19.0
Apartamento;Grajaú;2;0;0;51;1100.0;487.0;20.0
Apartamento;Rocha;3;0;0;72;1100.0;200.0;14.0
Apartamento;Rio Comprido;2;0;0;65;1000.0;450.0;25.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;1000.0;265.0;17.0
Apartamento;Realengo;2;0;0;49;900.0;68.0;
Apartamento;Vargem Pequena;3;1;0;80;890.0;400.0;13.0
Apartamento;Recreio dos Bandeirantes;3;1;2;87;1150.0;1008.0;
Apartamento;São Cristóvão;2;0;0;61;1100.0;230.0;
Apartamento;Irajá;2;1;0;69;1100.0;370.0;
Apartamento;Pedra de Guaratiba;2;1;0;70;800.0;35.0;
Apartamento;Lins de Vasconcelos;2;1;0;50;700.0;297.0;14.0
Apartamento;Rocha Miranda;3;0;0;65;550.0;295.0;
Apartamento;Campo Grande;2;1;0;65;450.0;220.0;
Apartamento;Abolição;2;0;0;43;800.0;341.0;14.0
Apartamento;Água Santa;2;1;0;50;800.0;310.0;
Apartamento;Pechincha;2;1;0;46;900.0;420.0;19.0
Apartamento;Campo Grande;2;1;0;60;750.0;350.0;
Apartamento;Pechincha;2;0;0;48;700.0;305.0;16.0
Apartamento;Campo Grande;3;1;0;70;900.0;370.0;
Apartamento;Freguesia (Jacarepaguá);3;1;0;113;800.0;1530.0;
Apartamento;Piedade;2;1;1;50;1000.0;310.0;15.0
Apartamento;Campo Grande;2;1;1;65;1000.0;450.0;
Apartamento;Engenho Novo;2;1;0;60;800.0;545.0;14.0
Apartamento;Taquara;2;1;0;57;1000.0;300.0;
Apartamento;Cachambi;2;1;0;50;900.0;490.0;16.0
Apartamento;Madureira;2;0;0;50;850.0;357.0;
Apartamento;Campo Grande;2;1;0;50;1000.0;340.0;
Apartamento;Campo Grande;2;1;0;48;650.0;267.0;
Apartamento;Vila da Penha;2;0;0;80;900.0;332.0;
Apartamento;Irajá;2;2;0;68;1000.0;370.0;
Apartamento;Recreio dos Bandeirantes;2;2;1;80;1000.0;950.0;100.0
Apartamento;Barra da Tijuca;2;1;1;73;1100.0;1239.0;149.0
Apartamento;Quintino Bocaiúva;2;0;0;75;900.0;172.0;
Apartamento;Freguesia (Jacarepaguá);3;1;1;85;1000.0;774.0;
Apartamento;Praça Seca;2;1;0;64;1000.0;476.0;356.0
Apartamento;Engenho Novo;2;1;0;90;850.0;535.0;60.0
Apartamento;Praça Seca;2;0;0;50;600.0;370.0;
Apartamento;São Francisco Xavier;2;0;0;68;900.0;356.0;37.0
Apartamento;Ramos;2;1;0;75;1000.0;495.0;
Apartamento;Taquara;3;1;0;70;1000.0;322.0;12.0
Apartamento;Grajaú;2;1;0;53;1000.0;665.0;20.0
Apartamento;São Cristóvão;2;0;0;48;1050.0;330.0;
Apartamento;Engenho da Rainha;2;0;0;56;800.0;360.0;
Apartamento;Pechincha;2;1;0;54;1100.0;370.0;22.0
Apartamento;Riachuelo;2;1;0;54;700.0;575.0;14.0
Apartamento;Realengo;2;1;0;50;700.0;50.0;
Apartamento;Cachambi;2;0;0;80;1100.0;440.0;13.0
Apartamento;Campo Grande;2;1;0;47;850.0;350.0;
Apartamento;Taquara;2;1;0;49;1000.0;500.0;140.0
Apartamento;Campo Grande;2;0;1;50;1000.0;300.0;
Apartamento;Campo Grande;2;1;0;48;500.0;320.0;2.0
Apartamento;Vila Isabel;2;0;1;90;900.0;200.0;45.0
Apartamento;Rocha;2;1;0;51;750.0;624.0;16.0
Apartamento;Campo Grande;2;1;0;45;500.0;220.0;
Apartamento;Campo Grande;3;0;0;68;800.0;270.0;
Apartamento;Campo Grande;2;1;0;50;600.0;200.0;
Apartamento;Lins de Vasconcelos;3;1;0;82;1000.0;580.0;
Apartamento;Senador Vasconcelos;2;1;1;60;1000.0;;
Apartamento;Campo Grande;2;1;0;48;750.0;;
Apartamento;Irajá;2;0;0;43;600.0;235.0;
Apartamento;Jacarepaguá;2;1;0;48;900.0;300.0;11.0
Apartamento;Méier;3;1;0;78;1000.0;650.0;700.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;850.0;912.0;148.0
Apartamento;Camorim;3;1;0;68;1100.0;418.0;35.0
Apartamento;Jardim Guanabara;2;1;0;87;1150.0;570.0;
Apartamento;Jacarepaguá;2;1;0;50;800.0;490.0;39.0
Apartamento;São Francisco Xavier;2;1;1;64;1100.0;623.0;55.0
Apartamento;Cascadura;2;1;0;65;780.0;452.0;
Apartamento;Barra da Tijuca;2;1;1;55;1100.0;850.0;140.0
Apartamento;Cachambi;2;0;0;74;900.0;295.0;13.0
Apartamento;Campo Grande;2;0;0;60;1100.0;300.0;
Apartamento;Cosmos;2;1;0;65;600.0;225.0;
Apartamento;Bonsucesso;2;0;0;49;850.0;250.0;
Apartamento;Bonsucesso;2;0;0;75;800.0;409.0;
Apartamento;Olaria;2;0;0;80;800.0;275.0;
Apartamento;Jacarepaguá;2;1;0;50;850.0;300.0;13.0
Apartamento;Méier;2;1;0;72;1100.0;300.0;
Apartamento;Maria da Graça;3;0;0;98;1100.0;;
Apartamento;Higienópolis;2;0;0;80;1050.0;;
Apartamento;Vista Alegre;2;1;0;63;1050.0;295.0;
Apartamento;Campo Grande;2;2;0;42;740.0;260.0;
Apartamento;Jacaré;2;0;0;120;1100.0;450.0;
Apartamento;Pedra de Guaratiba;2;1;0;69;650.0;;
Apartamento;Vicente de Carvalho;2;0;0;60;900.0;270.0;
Apartamento;Tijuca;2;1;0;64;1150.0;695.0;
Apartamento;Cachambi;2;0;0;58;900.0;600.0;36.0
Apartamento;Pechincha;2;1;0;45;1100.0;250.0;
Apartamento;Maracanã;2;0;0;59;800.0;725.0;47.0
Apartamento;Pechincha;2;1;1;65;1000.0;557.0;627.0
Apartamento;Higienópolis;2;0;0;52;800.0;200.0;
Apartamento;Campo Grande;2;0;0;46;780.0;70.0;
Apartamento;Turiaçu;2;0;0;50;650.0;45.0;
Apartamento;Méier;3;1;0;82;1000.0;628.0;61.0
Apartamento;Pechincha;2;1;1;65;1000.0;620.0;79.0
Apartamento;Cachambi;2;1;0;70;1100.0;573.0;17.0
Apartamento;Praça Seca;2;1;0;86;800.0;726.0;68.0
Apartamento;Cavalcanti;3;1;0;62;590.0;256.0;
Apartamento;Curicica;2;1;0;50;1100.0;400.0;
Apartamento;Encantado;2;1;0;55;850.0;295.0;15.0
Apartamento;Campo Grande;3;0;0;58;850.0;290.0;
Apartamento;Praça Seca;2;1;0;60;1150.0;550.0;1.0
Apartamento;Engenho da Rainha;2;2;0;84;900.0;530.0;
Apartamento;Campo Grande;3;1;1;90;850.0;;
Apartamento;Campo Grande;2;0;0;50;700.0;;
Apartamento;Grajaú;3;1;0;95;1000.0;924.0;98.0
Apartamento;Cachambi;3;0;0;61;900.0;360.0;16.0
Apartamento;Engenho Novo;2;1;0;50;900.0;250.0;18.0
Apartamento;São Cristóvão;2;0;0;58;900.0;591.0;
Apartamento;Campo Grande;2;1;0;53;700.0;130.0;
Apartamento;Cosmos;2;0;0;45;500.0;200.0;
Apartamento;Tijuca;2;0;0;73;1000.0;380.0;61.0
Apartamento;Cachambi;2;1;0;80;1150.0;600.0;
Apartamento;Méier;2;1;0;80;1100.0;745.0;81.0
Apartamento;Praça Seca;2;0;0;90;500.0;258.0;13.0
Apartamento;Campo Grande;2;0;0;60;800.0;;
Apartamento;Pechincha;2;1;0;46;800.0;240.0;
Apartamento;Vila Isabel;2;0;0;63;1100.0;650.0;20.0
Apartamento;Taquara;2;1;0;55;1000.0;450.0;
Apartamento;Vila Kosmos;2;0;0;54;850.0;80.0;
Apartamento;Braz de Pina;2;0;0;40;990.0;374.0;
Apartamento;Irajá;2;1;0;75;1000.0;200.0;
Apartamento;Vargem Grande;2;1;1;66;1000.0;479.0;27.0
Apartamento;Praça Seca;2;1;0;60;800.0;180.0;15.0
Apartamento;Méier;2;0;0;67;750.0;378.0;14.0
Apartamento;Grajaú;3;0;0;67;1150.0;500.0;19.0
Apartamento;Campo Grande;2;0;0;51;800.0;70.0;
Apartamento;Praça Seca;2;1;1;60;900.0;568.0;
Apartamento;Vila da Penha;3;1;0;60;1100.0;230.0;
Apartamento;Campo Grande;2;1;0;54;1000.0;;
Apartamento;Cosmos;2;1;0;50;600.0;200.0;
Apartamento;Santo Cristo;2;0;0;69;900.0;205.0;
Apartamento;Braz de Pina;2;0;0;90;1100.0;100.0;
Apartamento;Irajá;2;0;0;40;1150.0;;
Apartamento;Freguesia (Jacarepaguá);2;0;0;54;1000.0;502.0;
Apartamento;Barra da Tijuca;2;1;0;58;1000.0;698.0;
Apartamento;Rocha Miranda;2;1;0;46;900.0;260.0;
Apartamento;Bangu;2;1;0;65;900.0;;100.0
Apartamento;Méier;2;0;0;64;800.0;690.0;13.0
Apartamento;Campo Grande;2;1;0;47;800.0;;
Apartamento;Andaraí;2;0;0;65;1000.0;424.0;
Apartamento;Bangu;2;0;0;60;800.0;;
Apartamento;Abolição;2;1;0;44;900.0;560.0;15.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;1100.0;320.0;14.0
Apartamento;Pechincha;2;1;0;66;1100.0;532.0;
Apartamento;Cascadura;3;2;0;70;1100.0;340.0;10.0
Apartamento;Praça Seca;3;0;0;80;1000.0;180.0;13.0
Apartamento;Jacarepaguá;2;1;0;58;1100.0;450.0;
Apartamento;Bonsucesso;2;0;0;60;1000.0;470.0;
Apartamento;Méier;2;1;0;68;890.0;300.0;
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;900.0;350.0;15.0
Apartamento;Todos os Santos;2;0;0;60;900.0;253.0;17.0
Apartamento;Campo Grande;2;1;1;70;1000.0;400.0;
Apartamento;Campo Grande;2;1;0;57;800.0;110.0;
Apartamento;Rocha;2;0;0;72;1000.0;200.0;13.0
Apartamento;Campo Grande;2;1;0;74;800.0;600.0;
Apartamento;Cosmos;2;1;0;40;450.0;220.0;
Apartamento;Encantado;2;1;0;70;1100.0;;
Apartamento;Campo Grande;2;0;0;50;850.0;;
Apartamento;Campo Grande;2;0;0;48;500.0;290.0;
Apartamento;Cachambi;2;1;0;68;900.0;600.0;
Apartamento;Coelho Neto;2;0;0;48;700.0;80.0;
Apartamento;Jacarepaguá;2;1;0;50;950.0;305.0;
Apartamento;Taquara;2;1;0;52;1000.0;508.0;14.0
Apartamento;Engenho Novo;2;0;0;59;800.0;360.0;15.0
Apartamento;Madureira;2;1;0;75;800.0;315.0;70.0
Apartamento;Campo Grande;2;0;0;55;500.0;60.0;
Apartamento;Lins de Vasconcelos;3;1;1;84;1000.0;750.0;73.0
Apartamento;Cachambi;2;1;0;68;1000.0;600.0;
Apartamento;Rocha;2;0;0;65;1100.0;490.0;
Apartamento;Vila da Penha;3;1;1;65;1000.0;720.0;
Apartamento;Irajá;2;1;0;54;1100.0;450.0;60.0
Apartamento;Engenho da Rainha;2;0;0;40;785.0;65.0;
Apartamento;Campo Grande;3;1;0;45;1100.0;280.0;
Apartamento;Campo Grande;2;0;0;50;550.0;330.0;
Apartamento;Anil;2;1;0;47;900.0;400.0;36.0
Apartamento;Santo Cristo;2;0;0;70;1000.0;;
Apartamento;Engenho de Dentro;2;1;0;48;800.0;520.0;35.0
Apartamento;Cosmos;2;0;0;45;550.0;221.0;
Apartamento;Curicica;2;1;0;52;900.0;305.0;30.0
Apartamento;Curicica;2;1;0;47;1100.0;500.0;50.0
Apartamento;Pechincha;2;1;0;53;1100.0;600.0;135.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;600.0;300.0;
Apartamento;Praça Seca;2;0;0;43;700.0;190.0;13.0
Apartamento;Água Santa;2;1;0;58;700.0;500.0;35.0
Apartamento;Méier;3;0;0;105;1100.0;200.0;
Apartamento;Pechincha;2;1;0;60;1100.0;606.0;14.0
Apartamento;Cascadura;2;1;0;62;1000.0;516.0;
Apartamento;Pechincha;2;1;0;50;1000.0;482.0;13.0
Apartamento;Méier;2;1;0;85;1100.0;180.0;79.0
Apartamento;Tanque;2;1;1;62;1100.0;640.0;41.0
Apartamento;Jacarepaguá;2;0;0;50;1000.0;530.0;50.0
Apartamento;Jacarepaguá;2;1;0;46;800.0;310.0;143.0
Apartamento;Realengo;2;0;0;50;450.0;369.0;
Apartamento;Rocha Miranda;2;1;0;55;1000.0;295.0;
Apartamento;Engenho de Dentro;2;0;0;53;800.0;260.0;16.0
Apartamento;Campo Grande;2;0;0;60;800.0;350.0;
Apartamento;Bonsucesso;2;1;0;70;1100.0;300.0;
Apartamento;Penha Circular;2;0;0;71;1100.0;321.0;
Apartamento;Higienópolis;2;0;0;65;1100.0;90.0;
Apartamento;Praça Seca;2;0;0;50;800.0;;16.0
Apartamento;Engenho Novo;2;1;0;60;1100.0;416.0;16.0
Apartamento;Bonsucesso;2;0;0;75;750.0;365.0;
Apartamento;Pechincha;2;1;0;58;1100.0;460.0;14.0
Apartamento;Cachambi;2;1;0;56;800.0;475.0;14.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;70;1000.0;700.0;11.0
Apartamento;Pechincha;2;1;1;59;1100.0;426.0;
Apartamento;Penha;2;0;0;80;700.0;360.0;
Apartamento;Madureira;2;1;0;69;750.0;;
Apartamento;Maracanã;2;1;1;50;1100.0;850.0;
Apartamento;Campo Grande;2;1;0;60;1000.0;;
Apartamento;Riachuelo;2;0;0;80;1000.0;485.0;
Apartamento;Méier;2;0;0;54;1000.0;400.0;16.0
Apartamento;Todos os Santos;2;0;0;60;1100.0;370.0;20.0
Apartamento;Vila Kosmos;2;0;0;50;900.0;250.0;
Apartamento;Lins de Vasconcelos;2;1;1;52;800.0;499.0;35.0
Apartamento;Padre Miguel;2;0;0;50;700.0;30.0;
Apartamento;Campo Grande;2;0;0;60;600.0;;
Apartamento;Engenho Novo;2;1;0;42;750.0;365.0;
Apartamento;Rocha;2;0;0;67;900.0;226.0;16.0
Apartamento;Quintino Bocaiúva;2;1;0;58;690.0;420.0;
Apartamento;Curicica;2;1;0;46;1000.0;505.0;51.0
Apartamento;Irajá;3;0;0;73;900.0;270.0;
Apartamento;Taquara;2;1;0;70;1000.0;;13.0
Apartamento;Jacarepaguá;2;1;1;70;1100.0;829.0;
Apartamento;Olaria;2;1;0;100;1100.0;200.0;
Apartamento;Campo Grande;2;0;1;68;1100.0;456.0;
Apartamento;Itanhangá;2;1;0;65;1000.0;490.0;10.0
Apartamento;Pechincha;2;1;0;59;950.0;365.0;36.0
Apartamento;Magalhães Bastos;2;1;0;70;900.0;400.0;
Apartamento;Méier;3;1;2;89;1100.0;740.0;109.0
Apartamento;Campo Grande;2;0;0;74;800.0;;
Apartamento;Bonsucesso;2;0;0;70;1000.0;465.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;50;880.0;297.0;14.0
Apartamento;Engenho de Dentro;2;0;0;60;1000.0;410.0;13.0
Apartamento;Ramos;2;1;0;69;900.0;250.0;
Apartamento;Campo Grande;2;1;0;60;750.0;280.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;50;750.0;530.0;
Apartamento;Engenho Novo;2;0;0;48;1100.0;250.0;17.0
Apartamento;Pechincha;2;1;1;58;1090.0;450.0;
Apartamento;Lins de Vasconcelos;2;0;0;50;1000.0;200.0;36.0
Apartamento;Jardim Guanabara;2;0;0;87;1150.0;570.0;
Apartamento;Engenho Novo;3;1;0;60;1000.0;785.0;
Apartamento;Jacarepaguá;3;1;0;80;900.0;228.0;13.0
Apartamento;Campo Grande;2;1;0;48;650.0;261.0;
Apartamento;Campo Grande;2;1;0;65;800.0;600.0;
Apartamento;Madureira;2;0;0;50;1000.0;300.0;
Apartamento;Campo Grande;3;1;0;56;900.0;780.0;
Apartamento;Ramos;2;0;0;75;800.0;;
Apartamento;Pechincha;2;1;0;56;1000.0;517.0;
Apartamento;Santíssimo;2;1;0;45;600.0;;
Apartamento;Méier;2;0;0;58;900.0;465.0;35.0
Apartamento;Engenho Novo;2;0;0;67;900.0;500.0;
Apartamento;Ilha do Governador;2;1;0;60;1000.0;330.0;48.0
Apartamento;São Cristóvão;2;0;0;60;1100.0;350.0;20.0
Apartamento;Pechincha;3;1;1;80;1000.0;965.0;89.0
Apartamento;Campo Grande;2;1;0;50;850.0;340.0;
Apartamento;Estácio;2;0;0;31;900.0;250.0;20.0
Apartamento;Cosmos;2;0;0;50;800.0;;
Apartamento;Andaraí;2;1;0;65;1100.0;800.0;
Apartamento;Campo Grande;2;1;0;50;750.0;300.0;
Apartamento;Pechincha;2;1;2;60;1100.0;600.0;50.0
Apartamento;Taquara;2;1;0;55;700.0;230.0;16.0
Apartamento;Irajá;2;0;0;50;850.0;;
Apartamento;Taquara;2;1;0;70;1100.0;480.0;
Apartamento;Campo Grande;2;1;0;50;900.0;268.0;
Apartamento;Méier;2;1;0;80;900.0;550.0;59.0
Apartamento;Campo Grande;2;0;0;55;700.0;290.0;
Apartamento;Lins de Vasconcelos;2;1;0;60;1050.0;570.0;352.0
Apartamento;Campo Grande;2;1;0;49;850.0;300.0;
Apartamento;Vila da Penha;2;1;0;75;1100.0;403.0;
Apartamento;Penha;2;1;1;70;900.0;;
Apartamento;Engenho da Rainha;2;0;0;60;1000.0;285.0;
Apartamento;Portuguesa;2;1;0;48;1000.0;337.0;
Apartamento;Campo Grande;2;1;0;45;800.0;;
Apartamento;Vargem Pequena;2;1;0;50;900.0;282.0;25.0
Apartamento;Irajá;2;1;0;50;800.0;200.0;
Apartamento;Campo Grande;2;1;0;60;1000.0;;
Apartamento;Bonsucesso;2;0;0;64;1000.0;413.0;
Apartamento;Cordovil;2;1;0;88;1000.0;545.0;
Apartamento;Campo Grande;3;1;0;80;900.0;350.0;10.0
Apartamento;Itanhangá;2;1;0;66;750.0;650.0;
Apartamento;Vaz Lobo;2;0;0;80;1100.0;100.0;
Apartamento;Campo Grande;2;0;2;60;1000.0;;
Apartamento;Rio Comprido;2;1;0;88;1100.0;693.0;32.0
Apartamento;Campinho;2;1;0;70;650.0;320.0;
Apartamento;Engenho de Dentro;2;0;0;50;1000.0;;36.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;57;1050.0;595.0;
Apartamento;Todos os Santos;2;0;0;65;1000.0;378.0;
